_id,PID,GIS_ID,ST_NUM,ST_NAME,CITY,ZIP_CODE,BLDG_SEQ,NUM_BLDGS,LUC
1,0100001000,0100001000,104.0,PUTNAM ST,EAST BOSTON,2128,1,1,105
2,0100002000,0100002000,197.0,Lexington ST,EAST BOSTON,2128,1,1,105
3,0100003000,0100003000,199.0,Lexington ST,EAST BOSTON,2128,1,1,105
4,0100004000,0100004000,201.0,Lexington ST,EAST BOSTON,2128,1,1,105
5,0100005000,0100005000,203.0,Lexington ST,EAST BOSTON,2128,1,1,104
6,0100006000,0100006000,205.0,Lexington ST,EAST BOSTON,2128,1,1,105
7,0100007000,0100007000,209.0,Lexington ST,EAST BOSTON,2128,1,1,105
8,0100008000,0100008000,213.0,Lexington ST,EAST BOSTON,2128,1,1,105
9,0100009000,0100009000,215.0,Lexington ST,EAST BOSTON,2128,1,1,105
10,0100010000,0100010000,217.0,Lexington ST,EAST BOSTON,2128,1,1,105
72,0100056000,0100056000,254.0,Bennington ST,EAST BOSTON,2128,1,1,327
11,0100011000,0100011000,219.0,Lexington ST,EAST BOSTON,2128,1,1,104
12,0100012000,0100012000,221.0,Lexington ST,EAST BOSTON,2128,1,1,105
13,0100013000,0100013000,223.0,Lexington ST,EAST BOSTON,2128,1,1,105
14,0100014000,0100014000,225.0,Lexington ST,EAST BOSTON,2128,1,1,105
15,0100015000,0100015000,227.0,Lexington ST,EAST BOSTON,2128,1,1,104
99,0100084000,0100084000,376.0,Chelsea ST,EAST BOSTON,2128,1,1,013
16,0100016000,0100016000,235.0,Lexington ST,EAST BOSTON,2128,1,1,104
17,0100017000,0100017000,237.0,Lexington ST,EAST BOSTON,2128,1,1,105
18,0100018000,0100018000,239.0,Lexington ST,EAST BOSTON,2128,1,1,995
19,0100018002,0100018000,239.0,Lexington ST,EAST BOSTON,2128,1,1,102
20,0100018004,0100018000,239.0,Lexington ST,EAST BOSTON,2128,1,1,102
21,0100018006,0100018000,239.0,Lexington ST,EAST BOSTON,2128,1,1,102
22,0100018008,0100018000,239.0,Lexington ST,EAST BOSTON,2128,1,1,102
23,0100019000,0100019000,241.0,Lexington ST,EAST BOSTON,2128,1,1,995
24,0100019002,0100019000,241.0,Lexington ST,EAST BOSTON,2128,1,1,102
25,0100019004,0100019000,241.0,Lexington ST,EAST BOSTON,2128,1,1,102
26,0100019006,0100019000,241.0,Lexington ST,EAST BOSTON,2128,1,1,102
27,0100020000,0100020000,243.0,Lexington ST,EAST BOSTON,2128,1,1,105
28,0100021000,0100021000,243.0,Lexington ST,EAST BOSTON,2128,1,1,101
29,0100022000,0100022000,245.0,Lexington ST,EAST BOSTON,2128,1,1,105
30,0100023000,0100023000,247.0,Lexington ST,EAST BOSTON,2128,1,1,105
31,0100024000,0100024000,249.0,Lexington ST,EAST BOSTON,2128,1,1,995
424,0100359010,0100359010,,Neptune RD,EAST BOSTON,2128,1,1,901
32,0100024002,0100024000,249.0,Lexington ST,EAST BOSTON,2128,1,1,102
95,0100080000,0100080000,390.0,Chelsea ST,EAST BOSTON,2128,1,1,031
33,0100024004,0100024000,249.0,Lexington ST,EAST BOSTON,2128,1,1,102
34,0100024006,0100024000,249.0,Lexington ST,EAST BOSTON,2128,1,1,102
35,0100025000,0100025000,251.0,Lexington ST,EAST BOSTON,2128,1,1,105
36,0100026000,0100026000,31.0,Prescott ST,EAST BOSTON,2128,1,1,104
37,0100027000,0100027000,33.0,Prescott ST,EAST BOSTON,2128,1,1,101
96,0100081000,0100081000,382.0,Chelsea ST,EAST BOSTON,2128,1,1,013
38,0100028000,0100028000,35.0,Prescott ST,EAST BOSTON,2128,1,1,104
39,0100029000,0100029000,37.0,Prescott ST,EAST BOSTON,2128,1,1,105
40,0100030000,0100030000,252.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
41,0100031000,0100031000,250.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
42,0100032000,0100032000,248.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
43,0100033000,0100033000,246.0,PRINCETON ST,EAST BOSTON,2128,1,1,101
44,0100034000,0100034000,244.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
45,0100035000,0100035000,242.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
46,0100036000,0100036000,240.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
47,0100037000,0100037000,238.0,PRINCETON ST,EAST BOSTON,2128,1,1,109
48,0100038000,0100038000,236.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
97,0100082000,0100082000,380.0,Chelsea ST,EAST BOSTON,2128,1,1,013
49,0100039000,0100039000,234.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
50,0100040000,0100040000,226.0,PRINCETON ST,EAST BOSTON,2128,1,1,120
51,0100041000,0100041000,224.0,PRINCETON ST,EAST BOSTON,2128,1,1,995
52,0100041002,0100041000,224.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
53,0100041004,0100041000,224.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
54,0100041006,0100041000,224.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
8290,0105537000,0105537000,,London ST,EAST BOSTON,2128,1,1,985
55,0100041008,0100041000,224.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
56,0100042000,0100042000,222.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
57,0100043000,0100043000,218.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
58,0100044000,0100044000,216.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
59,0100045000,0100045000,214.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
60,0100046000,0100046000,212.0,PRINCETON ST,EAST BOSTON,2128,1,1,995
61,0100046002,0100046000,212.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
62,0100046004,0100046000,212.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
63,0100047000,0100047000,208.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
100,0100085000,0100085000,300.0,Bennington ST,EAST BOSTON,2128,1,1,320
64,0100048000,0100048000,206.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
65,0100049000,0100049000,204.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
66,0100050000,0100050000,202.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
67,0100051000,0100051000,198.0,PRINCETON ST,EAST BOSTON,2128,1,1,111
68,0100052000,0100052000,112.0,PUTNAM ST,EAST BOSTON,2128,1,1,101
69,0100053000,0100053000,110.0,PUTNAM ST,EAST BOSTON,2128,1,1,101
70,0100054000,0100054000,108.0,PUTNAM ST,EAST BOSTON,2128,1,1,105
71,0100055000,0100055000,106.0,PUTNAM ST,EAST BOSTON,2128,1,1,105
73,0100057000,0100057000,74.0,Prescott ST,EAST BOSTON,2128,1,1,105
74,0100058000,0100058000,72.0,Prescott ST,EAST BOSTON,2128,1,1,105
75,0100059000,0100059000,68.0,Prescott ST,EAST BOSTON,2128,1,1,104
76,0100060000,0100060000,62.0,Prescott ST,EAST BOSTON,2128,1,1,104
77,0100061000,0100061000,399.0,Saratoga ST,EAST BOSTON,2128,1,1,013
78,0100062000,0100062000,403.0,Saratoga ST,EAST BOSTON,2128,1,1,104
79,0100063000,0100063000,407.0,Saratoga ST,EAST BOSTON,2128,1,1,105
80,0100064000,0100064000,409.0,Saratoga ST,EAST BOSTON,2128,1,1,105
81,0100065000,0100065000,411.0,Saratoga ST,EAST BOSTON,2128,1,1,105
82,0100066000,0100066000,413.0,Saratoga ST,EAST BOSTON,2128,1,1,105
83,0100067000,0100067000,421.0,Saratoga ST,EAST BOSTON,2128,1,1,104
98,0100083000,0100083000,378.0,Chelsea ST,EAST BOSTON,2128,1,1,013
84,0100068000,0100068000,423.0,Saratoga ST,EAST BOSTON,2128,1,1,105
85,0100069000,0100069000,425.0,Saratoga ST,EAST BOSTON,2128,1,1,105
86,0100070000,0100070000,427.0,Saratoga ST,EAST BOSTON,2128,1,1,104
87,0100071000,0100071000,429.0,Saratoga ST,EAST BOSTON,2128,1,1,104
88,0100072000,0100072000,431.0,Saratoga ST,EAST BOSTON,2128,1,1,104
101,0100086000,0100086000,296.0,Bennington ST,EAST BOSTON,2128,1,1,320
89,0100073000,0100073000,433.0,Saratoga ST,EAST BOSTON,2128,1,1,105
90,0100074000,0100074000,443.0,Saratoga ST,EAST BOSTON,2128,1,1,104
91,0100075000,0100075000,445.0,Saratoga ST,EAST BOSTON,2128,1,1,105
92,0100076000,0100076000,447.0,Saratoga ST,EAST BOSTON,2128,1,1,105
93,0100077000,0100077000,449.0,Saratoga ST,EAST BOSTON,2128,1,1,013
94,0100079000,0100079000,392.0,Chelsea ST,EAST BOSTON,2128,1,1,333
423,0100359005,0100359005,,Neptune RD,EAST BOSTON,2128,1,1,901
102,0100087000,0100087000,294.0,Bennington ST,EAST BOSTON,2128,1,1,325
103,0100088000,0100088000,292.0,Bennington ST,EAST BOSTON,2128,1,1,013
104,0100089000,0100089000,290.0,Bennington ST,EAST BOSTON,2128,1,1,013
105,0100090000,0100090000,288.0,Bennington ST,EAST BOSTON,2128,1,1,325
106,0100091000,0100091000,282.0,Bennington ST,EAST BOSTON,2128,1,1,320
107,0100092000,0100092000,276.0,Bennington ST,EAST BOSTON,2128,1,1,327
108,0100093000,0100093000,266.0,Bennington ST,EAST BOSTON,2128,1,1,031
109,0100094000,0100094000,262.0,Bennington ST,EAST BOSTON,2128,1,1,343
110,0100095000,0100095000,258.0,Bennington ST,EAST BOSTON,2128,1,1,013
111,0100096000,0100096000,402.0,Saratoga ST,EAST BOSTON,2128,1,1,013
112,0100097000,0100097000,50.0,Prescott ST,EAST BOSTON,2128,1,1,105
113,0100098000,0100098000,257.0,PRINCETON ST,EAST BOSTON,2128,1,1,013
114,0100099000,0100099000,261.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
115,0100100000,0100100000,263.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
116,0100101000,0100101000,265.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
117,0100102000,0100102000,267.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
118,0100103000,0100103000,271.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
119,0100104000,0100104000,273.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
120,0100105000,0100105000,277.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
121,0100106000,0100106000,279.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
134,0100117000,0100117000,3.0,LAWSON PL,EAST BOSTON,2128,1,1,132
122,0100107000,0100107000,281.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
123,0100108000,0100108000,283.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
124,0100109000,0100109000,285.0,PRINCETON ST,EAST BOSTON,2128,1,1,995
125,0100109002,0100109000,285.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
126,0100109004,0100109000,285.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
127,0100109006,0100109000,285.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
128,0100110000,0100110000,301.0,PRINCETON ST,EAST BOSTON,2128,1,1,104
129,0100111000,0100111000,303.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
130,0100112000,0100112000,305.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
131,0100113000,0100113000,7.0,LAWSON PL,EAST BOSTON,2128,1,1,104
132,0100115000,0100115000,5.0,LAWSON PL,EAST BOSTON,2128,1,1,104
133,0100116000,0100116000,4.0,LAWSON PL,EAST BOSTON,2128,1,1,132
135,0100118000,0100118000,1.0,LAWSON PL,EAST BOSTON,2128,1,1,101
136,0100120000,0100120000,321.0,PRINCETON ST,EAST BOSTON,2128,1,1,985
137,0100120001,0100120001,27.0,Shelby ST,EAST BOSTON,2128,1,1,332
138,0100121000,0100121000,33.0,Shelby ST,EAST BOSTON,2128,1,1,332
139,0100122000,0100122000,470.0,Saratoga ST,EAST BOSTON,2128,1,1,013
140,0100123000,0100123000,468.0,Saratoga ST,EAST BOSTON,2128,1,1,105
141,0100124000,0100124000,466.0,Saratoga ST,EAST BOSTON,2128,1,1,105
8291,0105538000,0105538000,,London ST,EAST BOSTON,2128,1,1,985
142,0100125000,0100125000,464.0,Saratoga ST,EAST BOSTON,2128,1,1,105
143,0100126000,0100126000,462.0,Saratoga ST,EAST BOSTON,2128,1,1,105
144,0100127000,0100127000,460.0,Saratoga ST,EAST BOSTON,2128,1,1,105
145,0100128000,0100128000,458.0,Saratoga ST,EAST BOSTON,2128,1,1,105
146,0100129000,0100129000,456.0,Saratoga ST,EAST BOSTON,2128,1,1,105
158,0100141000,0100141000,420.0,Saratoga ST,EAST BOSTON,2128,1,1,995
147,0100130000,0100130000,454.0,Saratoga ST,EAST BOSTON,2128,1,1,105
148,0100131000,0100131000,670.0,Saratoga ST,EAST BOSTON,2128,1,1,106
149,0100132000,0100132000,442.0,Saratoga ST,EAST BOSTON,2128,1,1,105
150,0100133000,0100133000,440.0,Saratoga ST,EAST BOSTON,2128,1,1,105
151,0100134000,0100134000,438.0,Saratoga ST,EAST BOSTON,2128,1,1,105
152,0100135000,0100135000,432.0,Saratoga ST,EAST BOSTON,2128,1,1,105
8292,0105539000,0105539000,,London ST,EAST BOSTON,2128,1,1,985
153,0100136000,0100136000,428.0,Saratoga ST,EAST BOSTON,2128,1,1,105
154,0100137000,0100137000,426.0,Saratoga ST,EAST BOSTON,2128,1,1,101
359,0100291000,0100291000,,PRINCETON ST,EAST BOSTON,2128,1,1,316
155,0100138000,0100138000,426.0,Saratoga ST,EAST BOSTON,2128,1,1,104
156,0100139000,0100139000,424.0,Saratoga ST,EAST BOSTON,2128,1,1,105
157,0100140000,0100140000,422.0,Saratoga ST,EAST BOSTON,2128,1,1,105
8323,0105569000,0105569000,,Liverpool ST,EAST BOSTON,2128,1,1,985
159,0100141002,0100141000,420.0,Saratoga ST,EAST BOSTON,2128,1,1,102
160,0100141004,0100141000,420.0,Saratoga ST,EAST BOSTON,2128,1,1,102
161,0100141006,0100141000,420.0,Saratoga ST,EAST BOSTON,2128,1,1,102
162,0100142000,0100142000,416.0,Saratoga ST,EAST BOSTON,2128,1,1,105
163,0100143000,0100143000,414.0,Saratoga ST,EAST BOSTON,2128,1,1,105
176,0100153000,0100153000,265.0,Lexington ST,EAST BOSTON,2128,1,1,995
164,0100144000,0100144000,412.0,Saratoga ST,EAST BOSTON,2128,1,1,105
165,0100145000,0100145000,410.0,Saratoga ST,EAST BOSTON,2128,1,1,995
166,0100145002,0100145000,410.0,Saratoga ST,EAST BOSTON,2128,1,1,102
167,0100145004,0100145000,410.0,Saratoga ST,EAST BOSTON,2128,1,1,102
168,0100145006,0100145000,410.0,Saratoga ST,EAST BOSTON,2128,1,1,102
169,0100146000,0100146000,408.0,Saratoga ST,EAST BOSTON,2128,1,1,111
360,0100292000,0100292000,2.0,Eagle SQ,EAST BOSTON,2128,1,1,343
170,0100147000,0100147000,406.0,Saratoga ST,EAST BOSTON,2128,1,1,105
171,0100148000,0100148000,404.0,Saratoga ST,EAST BOSTON,2128,1,1,105
172,0100149000,0100149000,262.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
173,0100150000,0100150000,253.0,Lexington ST,EAST BOSTON,2128,1,1,105
174,0100151000,0100151000,261.0,Lexington ST,EAST BOSTON,2128,1,1,111
175,0100152000,0100152000,263.0,Lexington ST,EAST BOSTON,2128,1,1,111
426,0100365010,0100365010,,Frankfort ST,EAST BOSTON,2128,1,1,985
177,0100153002,0100153000,265.0,Lexington ST,EAST BOSTON,2128,1,1,102
178,0100153004,0100153000,265.0,Lexington ST,EAST BOSTON,2128,1,1,102
179,0100153006,0100153000,265.0,Lexington ST,EAST BOSTON,2128,1,1,102
180,0100153008,0100153000,265.0,Lexington ST,EAST BOSTON,2128,1,1,102
181,0100154000,0100154000,267.0,Lexington ST,EAST BOSTON,2128,1,1,995
182,0100154002,0100154000,267.0,Lexington ST,EAST BOSTON,2128,1,1,102
183,0100154004,0100154000,267.0,Lexington ST,EAST BOSTON,2128,1,1,102
184,0100154006,0100154000,267.0,Lexington ST,EAST BOSTON,2128,1,1,102
185,0100154008,0100154000,267.0,Lexington ST,EAST BOSTON,2128,1,1,102
186,0100155000,0100155000,269.0,Lexington ST,EAST BOSTON,2128,1,1,995
187,0100155002,0100155000,269.0,Lexington ST,EAST BOSTON,2128,1,1,102
188,0100155004,0100155000,269.0,Lexington ST,EAST BOSTON,2128,1,1,102
454,0100400000,0100400000,14.0,Neptune RD,EAST BOSTON,2128,1,1,901
189,0100155006,0100155000,269.0,Lexington ST,EAST BOSTON,2128,1,1,102
190,0100156000,0100156000,271.0,Lexington ST,EAST BOSTON,2128,1,1,105
191,0100157000,0100157000,273.0,Lexington ST,EAST BOSTON,2128,1,1,105
192,0100158000,0100158000,275.0,Lexington ST,EAST BOSTON,2128,1,1,105
193,0100159000,0100159000,279.0,Lexington ST,EAST BOSTON,2128,1,1,105
239,0100192000,0100192000,288.0,PRINCETON ST,EAST BOSTON,2128,1,1,995
194,0100160000,0100160000,281.0,Lexington ST,EAST BOSTON,2128,1,1,105
195,0100161000,0100161000,283.0,Lexington ST,EAST BOSTON,2128,1,1,105
196,0100162000,0100162000,285.0,Lexington ST,EAST BOSTON,2128,1,1,105
197,0100163000,0100163000,287.0,Lexington ST,EAST BOSTON,2128,1,1,104
198,0100164000,0100164000,289.0,Lexington ST,EAST BOSTON,2128,1,1,101
378,0100315000,0100315000,343.0,Chelsea ST,EAST BOSTON,2128,1,1,319
199,0100165000,0100165000,291.0,Lexington ST,EAST BOSTON,2128,1,1,104
200,0100166000,0100166000,293.0,Lexington ST,EAST BOSTON,2128,1,1,105
201,0100167000,0100167000,295.0,Lexington ST,EAST BOSTON,2128,1,1,105
202,0100168000,0100168000,297.0,Lexington ST,EAST BOSTON,2128,1,1,105
203,0100169000,0100169000,299.0,Lexington ST,EAST BOSTON,2128,1,1,105
204,0100170000,0100170000,301.0,Lexington ST,EAST BOSTON,2128,1,1,105
205,0100171000,0100171000,303.0,Lexington ST,EAST BOSTON,2128,1,1,101
206,0100172000,0100172000,305.0,Lexington ST,EAST BOSTON,2128,1,1,101
207,0100173000,0100173000,307.0,Lexington ST,EAST BOSTON,2128,1,1,105
208,0100174000,0100174000,309.0,Lexington ST,EAST BOSTON,2128,1,1,105
209,0100175000,0100175000,311.0,Lexington ST,EAST BOSTON,2128,1,1,995
210,0100175002,0100175000,311.0,Lexington ST,EAST BOSTON,2128,1,1,102
13573,0201930003,0201930000,,Cambridge ST,CHARLESTOWN,2129,1,1,320
211,0100175004,0100175000,311.0,Lexington ST,EAST BOSTON,2128,1,1,102
212,0100175006,0100175000,311.0,Lexington ST,EAST BOSTON,2128,1,1,102
213,0100176000,0100176000,313.0,Lexington ST,EAST BOSTON,2128,1,1,105
214,0100177000,0100177000,5.0,Shelby ST,EAST BOSTON,2128,1,1,995
215,0100177002,0100177000,5.0,Shelby ST,EAST BOSTON,2128,1,1,102
216,0100177004,0100177000,5.0,Shelby ST,EAST BOSTON,2128,1,1,102
455,0100401000,0100401000,,VIENNA ST,EAST BOSTON,2128,1,1,901
217,0100177006,0100177000,5.0,Shelby ST,EAST BOSTON,2128,1,1,102
218,0100178000,0100178000,9.0,Shelby ST,EAST BOSTON,2128,1,1,112
219,0100179000,0100179000,324.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
220,0100179001,0100179001,322.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
221,0100179002,0100179002,,PRINCETON ST,EAST BOSTON,2128,1,1,132
287,0100231000,0100231000,2.0,LEXINGTON SQ,EAST BOSTON,2128,1,1,101
379,0100316000,0100316000,347.0,Chelsea ST,EAST BOSTON,2128,1,1,326
222,0100180000,0100180000,320.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
223,0100181000,0100181000,318.0,PRINCETON ST,EAST BOSTON,2128,1,1,995
224,0100181002,0100181000,318.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
225,0100181004,0100181000,318.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
226,0100181006,0100181000,318.0,PRINCETON ST,EAST BOSTON,2128,1,1,102
227,0100182000,0100182000,316.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
228,0100183000,0100183000,314.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
229,0100184000,0100184000,312.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
230,0100185000,0100185000,310.0,PRINCETON ST,EAST BOSTON,2128,1,1,105
231,0100186000,0100186000,302.0,PRINCETON ST,EAST BOSTON,2128,1,1,995
