PID,DATA_YEAR,LIVING_AREA,YR_REMODELLED,BED_ROOMS,REMODEL_YEAR,living_area_diff,bedrooms_diff
100028000,2019,3275.0,2015.0,8.0,2015.0,899.0,2.0
100035000,2020,2806.0,2018.0,5.0,2018.0,-14.0,2.0
100058000,2018,3651.0,2015.0,11.0,2015.0,-189.0,3.0
100105000,2018,3402.0,2016.0,8.0,2016.0,-275.0,2.0
100262000,2018,2722.0,2011.0,10.0,2011.0,-158.0,2.0
100377000,2018,1570.0,2012.0,4.0,2012.0,-198.0,2.0
100455000,2020,3362.0,2018.0,9.0,2018.0,95.0,3.0
100501000,2018,1584.0,2015.0,4.0,2015.0,72.0,1.0
100576000,2023,2594.0,2021.0,6.0,2021.0,0.0,1.0
100639000,2018,2412.0,2016.0,5.0,2016.0,0.0,1.0
100708000,2018,1645.0,2013.0,4.0,2013.0,9.0,1.0
101093000,2022,3740.0,2020.0,9.0,2020.0,0.0,1.0
101103000,2022,2126.0,2020.0,4.0,2020.0,530.0,1.0
101778000,2018,3478.0,2015.0,11.0,2015.0,0.0,5.0
101891000,2022,2471.1,2019.0,5.0,2019.0,145.0999999999999,2.0
101930000,2020,3616.0,2017.0,9.0,2017.0,711.0,4.0
102082000,2023,3572.45,2021.0,4.0,2021.0,33.44999999999982,1.0
102314000,2022,1786.0,2020.0,5.0,2020.0,0.0,2.0
102531000,2018,2314.0,2016.0,6.0,2019.0,0.0,2.0
102574000,2018,3724.0,2015.0,6.0,2015.0,1742.0,1.0
102591000,2018,1896.0,2014.0,6.0,2014.0,-24.0,2.0
102592000,2018,1896.0,2014.0,6.0,2014.0,-24.0,2.0
102691000,2022,1953.0,2020.0,4.0,2020.0,0.0,1.0
102709000,2018,3194.0,2015.0,8.0,2015.0,-18.0,2.0
102758000,2022,3666.0,2018.0,11.0,2018.0,90.0,2.0
102839000,2018,2952.0,2016.0,8.0,2016.0,112.0,2.0
102913000,2018,1739.0,2016.0,5.0,2016.0,174.0,1.0
102925000,2018,1596.0,2016.0,6.0,2016.0,0.0,4.0
102925000,2019,1596.0,2017.0,6.0,2017.0,0.0,4.0
102977000,2022,1648.8,2019.0,4.0,2019.0,268.79999999999995,1.0
102983000,2022,1992.25,2020.0,5.0,2020.0,764.25,1.0
103037000,2018,4446.0,2016.0,12.0,2016.0,639.0,3.0
103185000,2022,2916.0,2019.0,11.0,2019.0,0.0,3.0
103219000,2018,2838.0,2014.0,8.0,2014.0,0.0,4.0
103302000,2018,4373.0,2016.0,9.0,2016.0,1052.0,1.0
103383000,2022,1618.7,2020.0,2.0,2020.0,-45.299999999999955,1.0
103397000,2020,3373.0,2018.0,8.0,2018.0,545.0,4.0
103400000,2019,3704.0,2017.0,9.0,2017.0,0.0,4.0
103648002,2019,4244.0,2017.0,8.0,2017.0,0.0,2.0
103648002,2020,4244.0,2018.0,8.0,2018.0,0.0,2.0
103850000,2019,1800.0,2010.0,4.0,2010.0,0.0,1.0
103953000,2018,2964.0,2013.0,8.0,2013.0,-636.0,2.0
103982000,2023,3640.0,2021.0,10.0,2021.0,0.0,2.0
104080000,2020,3684.0,2018.0,8.0,2018.0,0.0,2.0
104286000,2022,1492.0,2020.0,3.0,2020.0,84.0,1.0
104310000,2018,2302.0,2016.0,4.0,2016.0,98.0,2.0
104652000,2022,4326.4,2020.0,7.0,2020.0,983.3999999999996,1.0
104729000,2013,2892.0,1984.0,7.0,2017.0,0.0,2.0
104729000,2013,2892.0,1984.0,7.0,2016.0,0.0,2.0
104815000,2022,5640.6,2019.0,7.0,2019.0,1092.6000000000004,1.0
104926000,2018,2450.0,2015.0,6.0,2015.0,-10.0,2.0
105004000,2023,2050.0,2022.0,4.0,2022.0,586.0,2.0
105006000,2018,2361.0,2013.0,6.0,2013.0,-54.0,1.0
105142000,2018,1917.0,2014.0,6.0,2014.0,3.0,2.0
105180000,2018,1809.0,2014.0,3.0,2014.0,433.0,1.0
105193000,2018,1592.0,2015.0,5.0,2015.0,0.0,2.0
105222000,2023,5460.0,2021.0,9.0,2021.0,0.0,3.0
105307000,2018,2850.0,2016.0,8.0,2016.0,542.0,2.0
105592000,2022,1896.0,2020.0,6.0,2020.0,0.0,2.0
105594000,2018,1502.0,1979.0,6.0,2019.0,43.0,2.0
105623000,2018,2790.0,2013.0,6.0,2013.0,-24.0,2.0
105748000,2018,2463.0,2015.0,6.0,2015.0,-183.0,3.0
105977000,2020,1923.0,2018.0,5.0,2018.0,0.0,2.0
106047000,2020,2784.0,2009.0,6.0,2021.0,0.0,3.0
106047000,2023,2934.0,2021.0,7.0,2021.0,150.0,1.0
106067000,2018,3066.0,2002.0,6.0,2019.0,0.0,2.0
106238000,2018,1038.0,2012.0,3.0,2012.0,50.0,1.0
106281000,2019,2529.0,2017.0,8.0,2017.0,0.0,5.0
106281000,2020,2529.0,2018.0,6.0,2018.0,0.0,3.0
106427000,2022,3204.0,2019.0,6.0,2019.0,-287.0,1.0
106427005,2019,3744.0,2017.0,10.0,2017.0,219.0,2.0
106660000,2011,2949.0,2009.0,10.0,2009.0,0.0,4.0
106660000,2018,3866.0,2011.0,11.0,2011.0,917.0,5.0
106663000,2018,3352.0,2014.0,9.0,2014.0,0.0,3.0
106686000,2018,3569.0,2016.0,11.0,2016.0,168.0,2.0
106709000,2018,4157.0,2011.0,11.0,2011.0,725.0,5.0
106819000,2019,2471.0,2017.0,7.0,2017.0,240.0,1.0
106820000,2018,2480.0,2012.0,8.0,2012.0,116.0,3.0
106842000,2022,2385.0,2019.0,6.0,2019.0,660.0,2.0
106870000,2018,2205.0,2013.0,5.0,2013.0,0.0,2.0
106933000,2018,3231.0,2013.0,10.0,2013.0,-9.0,4.0
106971000,2020,3060.0,2018.0,8.0,2018.0,108.0,2.0
107011000,2022,3255.0,2019.0,9.0,2019.0,0.0,2.0
107017000,2019,1119.0,2017.0,3.0,2017.0,-15.0,1.0
107048000,2020,3834.0,2018.0,14.0,2018.0,0.0,7.0
107057000,2022,2559.0,2020.0,10.0,2020.0,-24.0,4.0
200139000,2023,2250.0,2021.0,4.0,2021.0,474.0,1.0
200176000,2019,2489.0,2017.0,4.0,2017.0,1229.0,1.0
200205000,2022,1735.0,2020.0,4.0,2020.0,0.0,1.0
200227000,2020,1930.0,2010.0,4.0,2010.0,241.0,1.0
200227000,2022,1929.6,2019.0,4.0,2019.0,139.5999999999999,1.0
200234000,2018,3047.0,2012.0,5.0,2012.0,246.0,1.0
200257000,2018,1214.0,2012.0,4.0,2012.0,201.0,1.0
200350000,2018,2290.0,2012.0,4.0,2012.0,316.0,1.0
200350000,2022,2290.4,2016.0,4.0,2016.0,190.4000000000001,1.0
200388000,2022,2204.4,2017.0,3.0,2017.0,313.4000000000001,1.0
200406000,2019,2715.0,2017.0,4.0,2017.0,0.0,1.0
200426000,2012,3484.0,2010.0,5.0,2010.0,-6.0,1.0
200426000,2019,4566.0,2010.0,6.0,2020.0,1082.0,1.0
200429001,2020,4519.0,2018.0,7.0,2018.0,1087.0,1.0
200509000,2018,2232.0,2014.0,3.0,2014.0,0.0,1.0
200585000,2013,1314.0,2002.0,4.0,2017.0,21.0,1.0
200588010,2018,1464.0,2016.0,3.0,2016.0,-15.0,1.0
200597000,2018,1830.0,2010.0,3.0,2010.0,-6.0,1.0
200658000,2019,1308.0,2017.0,3.0,2017.0,-26.0,1.0
200664000,2019,825.0,2017.0,2.0,2017.0,50.0,1.0
200673000,2011,1518.0,2009.0,3.0,2009.0,0.0,1.0
200731000,2023,1279.0,2021.0,4.0,2021.0,0.0,1.0
200732000,2022,1353.0,2020.0,3.0,2020.0,0.0,1.0
200914000,2023,2484.0,2021.0,4.0,2021.0,-12.0,1.0
200937000,2023,2276.0,2021.0,5.0,2021.0,0.0,1.0
200976300,2013,3417.0,2011.0,7.0,2011.0,517.0,2.0
201073000,2018,2437.0,2014.0,4.0,2014.0,3.0,1.0
201118000,2013,2250.0,2011.0,4.0,2011.0,0.0,1.0
201123000,2012,2719.0,2010.0,5.0,2010.0,87.0,1.0
201162000,2022,2164.0,2020.0,5.0,2020.0,0.0,2.0
201193000,2020,2502.0,2018.0,4.0,2018.0,96.0,1.0
201196000,2013,3012.0,2007.0,5.0,2018.0,0.0,2.0
201338000,2022,1796.0,2019.0,3.0,2019.0,-242.0,1.0
201406000,2013,3366.0,2011.0,6.0,2011.0,0.0,1.0
201410000,2018,3989.0,2016.0,7.0,2016.0,2357.0,3.0
201518001,2020,8742.0,2018.0,12.0,2018.0,7570.0,9.0
201532000,2022,1701.0,2019.0,4.0,2019.0,9.0,1.0
201627000,2018,1478.0,2013.0,4.0,2013.0,433.0,1.0
201633000,2020,3216.0,2017.0,5.0,2017.0,902.0,2.0
201716000,2018,2385.0,2016.0,5.0,2016.0,-138.0,2.0
201727000,2018,1381.0,2015.0,4.0,2015.0,-30.0,1.0
201731000,2020,2040.0,2018.0,4.0,2018.0,0.0,1.0
201740000,2019,1767.0,2016.0,3.0,2016.0,627.0,1.0
202019000,2019,1740.0,2017.0,7.0,2017.0,0.0,2.0
202026000,2018,2859.0,2016.0,5.0,2016.0,795.0,1.0
202062000,2019,2852.0,2017.0,6.0,2017.0,-60.0,3.0
202078000,2018,2288.0,2016.0,5.0,2016.0,82.0,3.0
202779000,2022,2572.2,2019.0,4.0,2019.0,-36.80000000000018,1.0
202782000,2018,1817.0,2015.0,4.0,2015.0,578.0,1.0
202785000,2022,1926.4,2018.0,4.0,2018.0,-13.599999999999909,1.0
202816000,2023,1617.0,2021.0,3.0,2021.0,0.0,1.0
202838000,2019,3606.0,2017.0,7.0,2017.0,0.0,1.0
203001000,2018,2136.0,2014.0,4.0,2014.0,0.0,1.0
203052000,2018,2085.0,2014.0,5.0,2014.0,189.0,2.0
203052000,2019,2036.0,2017.0,5.0,2017.0,140.0,2.0
203135000,2018,2534.0,2015.0,4.0,2015.0,67.0,1.0
203152000,2019,2022.0,2016.0,3.0,2016.0,-180.0,1.0
203173000,2020,2122.0,2018.0,4.0,2018.0,-1.0,1.0
203190000,2019,1275.0,2017.0,3.0,2017.0,-6.0,1.0
203192000,2022,2550.0,2019.0,4.0,2019.0,348.0,1.0
203192000,2023,2550.0,2021.0,4.0,2021.0,348.0,1.0
203235005,2022,2792.0,2020.0,4.0,2020.0,0.0,1.0
203255000,2011,1498.0,2009.0,3.0,2009.0,448.0,1.0
203255000,2012,1736.0,2010.0,5.0,2010.0,686.0,3.0
203300000,2018,2826.0,2013.0,4.0,2013.0,-253.0,1.0
203378000,2023,3152.0,2021.0,4.0,2021.0,911.0,2.0
203417000,2018,1491.0,2013.0,4.0,2013.0,129.0,2.0
203441000,2022,2026.8,2019.0,3.0,2019.0,-0.20000000000004547,1.0
203482000,2023,2047.5,2021.0,3.0,2021.0,-0.5,1.0
203493000,2018,2344.0,2013.0,4.0,2013.0,-70.0,2.0
203669002,2018,1911.0,2014.0,3.0,2014.0,0.0,1.0
203685002,2018,2896.0,2012.0,4.0,2012.0,186.0,1.0
203685002,2013,2710.0,1994.0,5.0,2018.0,-186.0,1.0
203708000,2012,2349.0,2010.0,4.0,2010.0,-307.0,1.0
203777000,2019,2330.0,2017.0,4.0,2017.0,0.0,1.0
203899000,2018,4242.0,2013.0,6.0,2013.0,-68.0,1.0
300131000,2018,4177.0,2016.0,5.0,2016.0,-659.0,1.0
300159000,2020,970.0,2019.0,4.0,2019.0,0.0,1.0
300206000,2020,2121.0,2018.0,4.0,2018.0,0.0,1.0
301426000,2022,1536.0,2020.0,4.0,2020.0,0.0,2.0
302004000,2018,2949.0,2016.0,4.0,2016.0,0.0,1.0
302004000,2020,2949.0,2018.0,4.0,2018.0,0.0,1.0
302005000,2018,2445.0,2016.0,4.0,2016.0,126.0,1.0
302509000,2019,1694.0,2017.0,4.0,2017.0,474.0,2.0
302509000,2020,1694.0,2018.0,4.0,2018.0,474.0,2.0
303123000,2019,3640.0,2017.0,6.0,2017.0,1018.0,2.0
305806000,2020,1704.0,2012.0,3.0,2021.0,-91.0,1.0
305871000,2012,3200.0,2010.0,4.0,2010.0,1960.0,1.0
305899000,2022,2845.8,2019.0,5.0,2019.0,0.8000000000001819,3.0
305968000,2013,2184.0,2006.0,4.0,2017.0,196.0,1.0
305968000,2013,2184.0,2006.0,4.0,2018.0,196.0,1.0
306022000,2020,2018.0,2017.0,4.0,2017.0,-73.0,1.0
306050000,2018,0.0,2013.0,6.0,2013.0,-2590.0,2.0
306981000,2022,2491.4,2019.0,5.0,2019.0,0.40000000000009095,2.0
400094000,2018,2409.0,2013.0,3.0,2013.0,-111.0,1.0
400130000,2022,2610.7,2020.0,5.0,2020.0,-0.3000000000001819,1.0
400138000,2022,2610.7,2019.0,4.0,2019.0,-0.3000000000001819,1.0
400149000,2018,2672.0,2013.0,5.0,2013.0,95.0,1.0
400151000,2013,2687.0,2011.0,4.0,2011.0,43.0,1.0
400188000,2013,3313.0,2011.0,4.0,2011.0,25.0,1.0
400188000,2018,3301.0,2013.0,4.0,2013.0,13.0,1.0
400191000,2023,3301.35,2021.0,5.0,2021.0,0.34999999999990905,1.0
400252000,2022,2144.6,2020.0,5.0,2020.0,-0.40000000000009095,3.0
400258000,2018,2447.0,2014.0,4.0,2014.0,0.0,1.0
400269000,2013,3295.0,1985.0,4.0,2017.0,-75.0,1.0
400298000,2018,3899.0,2013.0,4.0,2013.0,32.0,1.0
400298000,2020,3899.0,2018.0,5.0,2018.0,0.0,2.0
400301000,2020,4373.0,2011.0,5.0,2021.0,0.0,1.0
400303000,2018,3200.0,2015.0,7.0,2015.0,0.0,4.0
400335000,2018,2903.0,2014.0,4.0,2014.0,-1.0,1.0
400362000,2009,2294.0,1983.0,5.0,2010.0,29.0,1.0
400368000,2018,2212.0,2012.0,4.0,2012.0,28.0,1.0
400435000,2013,3972.0,2011.0,5.0,2011.0,-40.0,1.0
400435000,2013,3972.0,2011.0,5.0,2017.0,91.0,1.0
400435000,2013,3972.0,2011.0,5.0,2018.0,91.0,1.0
400453000,2023,4051.1,2021.0,5.0,2021.0,0.09999999999990905,1.0
400455000,2018,4051.0,2012.0,4.0,2012.0,-62.0,2.0
400461000,2012,2985.0,2010.0,4.0,2010.0,0.0,1.0
400461000,2018,3103.0,2011.0,4.0,2011.0,118.0,1.0
400467000,2022,3315.9,2020.0,4.0,2020.0,-0.09999999999990905,1.0
400470000,2018,3078.0,2017.0,5.0,2017.0,13.0,2.0
400486000,2018,3457.0,2017.0,5.0,2017.0,110.0,1.0
400495000,2013,2659.0,2011.0,5.0,2017.0,1.0,1.0
400498000,2018,4537.0,2017.0,7.0,2017.0,267.0,1.0
400503000,2023,4130.0,2021.0,6.0,2021.0,0.0,1.0
400532000,2022,3142.0,2020.0,4.0,2020.0,0.0,1.0
400534000,2019,4075.0,2017.0,5.0,2017.0,48.0,2.0
400538000,2013,3042.0,1990.0,6.0,2017.0,222.0,1.0
400544000,2013,4658.0,2011.0,8.0,2011.0,519.0,2.0
400765000,2013,0.0,2011.0,6.0,2011.0,-3810.0,1.0
400885000,2013,3797.0,1994.0,5.0,2017.0,129.0,1.0
400981000,2018,3578.0,2012.0,7.0,2012.0,590.0,2.0
400983000,2018,3018.0,2015.0,5.0,2015.0,12.0,2.0
402392000,2018,4069.0,2017.0,6.0,2017.0,0.0,2.0
402403000,2023,4735.0,2021.0,3.0,2021.0,0.0,1.0
402428000,2018,4339.0,2016.0,4.0,2016.0,203.0,1.0
402432000,2022,5074.9,2021.0,7.0,2021.0,419.89999999999964,2.0
402448000,2012,4342.0,2010.0,6.0,2010.0,216.0,1.0
402490000,2019,3888.0,2017.0,5.0,2017.0,0.0,1.0
402540000,2011,2925.0,1983.0,3.0,2012.0,214.0,1.0
402540000,2022,2710.5,2012.0,4.0,2012.0,-214.5,1.0
402541000,2012,2867.0,2010.0,6.0,2010.0,0.0,2.0
402550000,2020,2376.0,2018.0,4.0,2018.0,-152.0,1.0
402552000,2018,2394.0,2016.0,4.0,2016.0,456.0,2.0
402552000,2020,2394.0,2018.0,4.0,2018.0,456.0,2.0
402616000,2023,3689.5,2021.0,7.0,2021.0,-0.5,2.0
402684000,2018,5699.0,2016.0,9.0,2016.0,1139.0,4.0
402703000,2011,4096.0,2009.0,5.0,2009.0,82.0,2.0
402714000,2013,3751.0,2000.0,4.0,2018.0,-193.0,1.0
402714000,2023,3943.6,2021.0,5.0,2021.0,-0.40000000000009095,1.0
402735000,2023,3691.65,2021.0,5.0,2021.0,217.6500000000001,1.0
402740000,2019,3961.0,2017.0,6.0,2017.0,246.0,2.0
402740000,2020,3961.0,2018.0,6.0,2018.0,246.0,2.0
402791000,2019,2972.0,2017.0,5.0,2017.0,0.0,2.0
402795000,2012,3062.0,2010.0,5.0,2010.0,0.0,2.0
402819000,2012,3693.0,2010.0,5.0,2010.0,0.0,2.0
402828000,2019,3103.0,2017.0,5.0,2017.0,-79.0,2.0
402830000,2018,2802.0,2016.0,4.0,2016.0,-100.0,1.0
402830000,2019,2802.0,2017.0,4.0,2017.0,-100.0,1.0
500216000,2018,2253.0,2016.0,4.0,2016.0,-103.0,1.0
500216000,2020,2252.0,2018.0,4.0,2018.0,-104.0,1.0
500785000,2011,1856.0,2009.0,2.0,2009.0,0.0,1.0
500785000,2013,2754.0,2011.0,2.0,2011.0,898.0,1.0
500855000,2018,2210.0,2012.0,3.0,2012.0,-58.0,1.0
500871000,2018,1935.0,2013.0,4.0,2013.0,1.0,1.0
500936000,2018,2275.0,2016.0,5.0,2016.0,63.0,1.0
500960000,2018,1712.0,2017.0,3.0,2017.0,0.0,1.0
500960000,2022,1712.0,2016.0,3.0,2016.0,0.0,1.0
501015000,2020,2603.0,2018.0,4.0,2018.0,0.0,1.0
501017010,2013,2430.0,2009.0,4.0,2009.0,25.0,1.0
501349000,2018,9908.0,2015.0,7.0,2015.0,0.0,2.0
501448000,2011,6172.0,2009.0,5.0,2009.0,123.0,1.0
501515000,2018,3887.0,2016.0,4.0,2016.0,0.0,1.0
501516000,2020,3664.0,2013.0,5.0,2013.0,288.0,2.0
501533000,2018,3849.0,2010.0,5.0,2010.0,-44.0,1.0
501533000,2020,3849.0,2018.0,5.0,2018.0,-178.0,1.0
501541000,2013,3184.0,1974.0,4.0,2018.0,-50.0,1.0
501578000,2020,5663.0,2018.0,6.0,2021.0,-0.1999999999998181,2.0
501683000,2018,2554.0,2016.0,5.0,2016.0,160.0,1.0
501716000,2018,5528.0,2017.0,8.0,2017.0,0.0,3.0
501719000,2018,6917.0,2016.0,6.0,2016.0,-362.0,2.0
501719000,2019,6917.0,2017.0,6.0,2017.0,-362.0,2.0
501734000,2018,3824.0,2016.0,4.0,2016.0,200.0,3.0
501753000,2022,4158.05,2020.0,5.0,2020.0,0.0500000000001819,1.0
501755000,2013,3808.0,2005.0,6.0,2017.0,0.0,2.0
501779000,2020,1796.0,2018.0,3.0,2018.0,1.0,1.0
501788000,2018,2161.0,2016.0,4.0,2016.0,-115.0,1.0
501833000,2020,3550.0,2018.0,3.0,2018.0,-515.0,1.0
501863000,2022,3552.0,2019.0,5.0,2019.0,0.0,1.0
501886000,2013,2688.0,2004.0,5.0,2018.0,-228.0,1.0
501902000,2022,1792.0,2019.0,4.0,2019.0,197.0,4.0
502030000,2022,1490.0,2020.0,3.0,2020.0,0.0,2.0
502058000,2013,2112.0,1999.0,4.0,2017.0,-96.0,1.0
502197000,2020,2298.0,2018.0,5.0,2018.0,108.0,1.0
502306001,2018,2497.0,2016.0,3.0,2016.0,0.0,1.0
502306001,2020,2497.0,2018.0,4.0,2018.0,0.0,2.0
502306001,2023,2837.0,2020.0,4.0,2020.0,340.0,1.0
502308000,2013,3396.0,2011.0,4.0,2011.0,-23.0,1.0
502342000,2018,4640.0,2016.0,5.0,2016.0,0.0,1.0
502342000,2019,4640.0,2017.0,5.0,2017.0,0.0,1.0
502372000,2018,2267.0,2016.0,4.0,2016.0,0.0,1.0
502372000,2020,2267.0,2018.0,4.0,2018.0,0.0,1.0
502380000,2013,2576.0,2000.0,4.0,2017.0,0.0,1.0
502392000,2018,3991.0,2016.0,5.0,2016.0,0.0,1.0
502411000,2023,1836.5,2020.0,4.0,2020.0,-0.5,1.0
502471000,2022,2895.75,2018.0,5.0,2018.0,-0.25,1.0
502477000,2013,10995.0,2011.0,10.0,2011.0,2787.0,3.0
502529000,2018,1540.0,2015.0,3.0,2015.0,-1100.0,1.0
502555000,2023,1632.0,2021.0,3.0,2021.0,154.0,1.0
502695000,2013,6383.0,1989.0,5.0,2017.0,0.0,2.0
502908000,2020,4789.0,2013.0,5.0,2021.0,0.0,1.0
503268000,2018,7366.0,2016.0,6.0,2016.0,38.0,1.0
503447000,2020,5409.0,2018.0,5.0,2018.0,67.0,1.0
503515000,2018,3818.0,2016.0,5.0,2016.0,1.0,1.0
503556000,2012,4417.0,2009.0,6.0,2009.0,-193.0,3.0
503556000,2013,4452.0,2011.0,6.0,2011.0,-158.0,3.0
503559000,2022,3602.4,2019.0,5.0,2019.0,0.40000000000009095,2.0
503695000,2013,7934.0,2009.0,7.0,2018.0,-227.0,1.0
600357000,2019,2250.0,2017.0,5.0,2017.0,846.0,2.0
600665000,2018,3351.0,2016.0,4.0,2016.0,2045.0,1.0
600870000,2013,1301.0,1975.0,4.0,2014.0,0.0,2.0
601050000,2013,3840.0,2010.0,7.0,2010.0,1360.0,1.0
601078000,2018,1824.0,2015.0,3.0,2015.0,616.0,1.0
601275000,2023,2582.0,2021.0,4.0,2021.0,-89.0,2.0
601641000,2018,2964.0,2013.0,7.0,2013.0,0.0,1.0
601676000,2018,1660.0,2013.0,4.0,2013.0,398.0,1.0
601809000,2018,2997.0,2015.0,5.0,2015.0,1626.0,2.0
602231000,2023,1552.0,2021.0,3.0,2021.0,0.0,1.0
602436000,2023,2040.0,2021.0,5.0,2021.0,0.0,1.0
602513000,2023,3528.0,2021.0,7.0,2021.0,306.0,1.0
602516000,2023,3182.0,2021.0,6.0,2021.0,233.0,1.0
602584000,2018,3468.0,2013.0,7.0,2013.0,966.0,1.0
603275000,2022,2242.0,2020.0,4.0,2020.0,303.0,1.0
603310000,2022,1462.0,2020.0,3.0,2020.0,374.0,1.0
603633000,2023,2134.0,2021.0,5.0,2021.0,0.0,1.0
603656000,2019,2135.0,2017.0,5.0,2017.0,18.0,2.0
603797010,2019,1638.0,2017.0,4.0,2017.0,432.0,1.0
